
**************** NEW TRAIN SESSION ****************
31122 (42624 2%) Loss: 2.64536786
31133 (42640 2%) Loss: 4.03790140
31145 (42656 2%) Loss: 2.77237034
31157 (42672 2%) Loss: 3.30151796
31168 (42688 2%) Loss: 3.31583643
31180 (42704 2%) Loss: 3.03584528
31192 (42720 2%) Loss: 12.28879261
31204 (42736 2%) Loss: 3.08157706
31215 (42752 2%) Loss: 4.76112556
31227 (42768 2%) Loss: 11.00484276
31238 (42784 2%) Loss: 3.63277864
31250 (42800 2%) Loss: 3.65689445
31262 (42816 2%) Loss: 7.95931768
31273 (42832 2%) Loss: 2.76392078
31285 (42848 2%) Loss: 3.11010337
31297 (42864 2%) Loss: 6.77843237
31308 (42880 2%) Loss: 2.87543106
31320 (42896 2%) Loss: 3.10753679
31332 (42912 2%) Loss: 5.02898884
31343 (42928 2%) Loss: 2.93932509
31355 (42944 2%) Loss: 3.09755921
31367 (42960 2%) Loss: 3.25095463
31378 (42976 2%) Loss: 8.02362442
31390 (42992 2%) Loss: 14.00917149
31402 (43008 2%) Loss: 4.51024151
31413 (43024 2%) Loss: 3.27252650
31425 (43040 2%) Loss: 2.92265749
31437 (43056 2%) Loss: 8.55593586
31448 (43072 2%) Loss: 3.16206503
31460 (43088 2%) Loss: 3.11373234
31472 (43104 2%) Loss: 3.09606004
31483 (43120 2%) Loss: 3.57831335
31495 (43136 2%) Loss: 2.98888612
31507 (43152 2%) Loss: 3.02206063
31518 (43168 2%) Loss: 3.22787833
31530 (43184 2%) Loss: 4.20516300
31542 (43200 2%) Loss: 2.82160521
31553 (43216 2%) Loss: 4.34200001
31565 (43232 2%) Loss: 3.08634114
31577 (43248 2%) Loss: 2.87780356
31588 (43264 2%) Loss: 16.31927109
31600 (43280 2%) Loss: 3.12722158
31611 (43296 2%) Loss: 2.77268577
31623 (43312 2%) Loss: 2.88586736
31635 (43328 2%) Loss: 3.37833047
31646 (43344 2%) Loss: 2.84444094
31658 (43360 2%) Loss: 9.86730766
31670 (43376 2%) Loss: 2.99613404
31681 (43392 2%) Loss: 3.21688366
31693 (43408 2%) Loss: 3.01687765
31705 (43424 2%) Loss: 8.53116226
31716 (43440 2%) Loss: 7.71887112
31728 (43456 2%) Loss: 3.26402307
31740 (43472 2%) Loss: 6.09402895
31751 (43488 2%) Loss: 2.91759467
31763 (43504 2%) Loss: 2.88248062
31774 (43520 2%) Loss: 7.71761799
31786 (43536 2%) Loss: 4.66515064
31798 (43552 2%) Loss: 12.58526802
31810 (43568 2%) Loss: 2.78859901
31821 (43584 2%) Loss: 3.00947547
31833 (43600 2%) Loss: 3.03199291
31844 (43616 2%) Loss: 3.47471571
31856 (43632 2%) Loss: 6.40963411
31868 (43648 2%) Loss: 3.05050349
31880 (43664 2%) Loss: 11.21514130
31891 (43680 2%) Loss: 2.85439134
31903 (43696 2%) Loss: 2.96629643
31914 (43712 2%) Loss: 3.68778563
31926 (43728 2%) Loss: 2.97679472
31938 (43744 2%) Loss: 3.96188831
31950 (43760 2%) Loss: 3.53461075
31961 (43776 2%) Loss: 3.07048297
31973 (43792 2%) Loss: 3.42734098
31984 (43808 2%) Loss: 3.14931846
31996 (43824 2%) Loss: 3.58091402
32008 (43840 2%) Loss: 3.17621064
32020 (43856 2%) Loss: 2.92112184
32031 (43872 2%) Loss: 4.55832958
32043 (43888 2%) Loss: 12.80907822
32054 (43904 2%) Loss: 5.95519924
32066 (43920 2%) Loss: 3.34674120
32078 (43936 2%) Loss: 12.14826584
32089 (43952 2%) Loss: 3.47939539
32101 (43968 2%) Loss: 3.40750217
32113 (43984 2%) Loss: 3.21980262
32124 (44000 2%) Loss: 3.00080204
32136 (44016 2%) Loss: 4.15251064
32147 (44032 2%) Loss: 3.05384493
32159 (44048 2%) Loss: 7.17212534
32171 (44064 2%) Loss: 3.31712651
32183 (44080 2%) Loss: 3.06843996
32194 (44096 2%) Loss: 3.79473567
32206 (44112 2%) Loss: 2.90995455
32217 (44128 2%) Loss: 7.33986092
32229 (44144 2%) Loss: 3.03806138
32241 (44160 2%) Loss: 3.27745867
32252 (44176 2%) Loss: 3.35114050
32264 (44192 2%) Loss: 3.34046340
32276 (44208 2%) Loss: 4.11507082
32287 (44224 2%) Loss: 3.46211171
32299 (44240 2%) Loss: 3.70681477
32311 (44256 2%) Loss: 2.94682717
32322 (44272 2%) Loss: 3.03401303
32334 (44288 2%) Loss: 3.39925671
32346 (44304 2%) Loss: 2.78066301
32357 (44320 2%) Loss: 5.00491858
32369 (44336 2%) Loss: 6.30161381
32381 (44352 2%) Loss: 2.94974828
32392 (44368 2%) Loss: 17.02072906
32404 (44384 2%) Loss: 2.92353010
32416 (44400 2%) Loss: 8.71863270
32427 (44416 2%) Loss: 5.43219852
32439 (44432 2%) Loss: 3.08311272
32451 (44448 2%) Loss: 3.10975361
32462 (44464 2%) Loss: 3.15459871
32474 (44480 2%) Loss: 3.53860140
32486 (44496 2%) Loss: 3.46583366
32497 (44512 2%) Loss: 3.37738228
32509 (44528 2%) Loss: 8.29181480
32521 (44544 2%) Loss: 11.12951088
32532 (44560 2%) Loss: 6.45371580
32544 (44576 2%) Loss: 5.16292000
32556 (44592 2%) Loss: 6.70298338
32567 (44608 2%) Loss: 2.74816513
32579 (44624 2%) Loss: 4.36019802
32591 (44640 2%) Loss: 6.22317171
32603 (44656 2%) Loss: 3.06426525
32614 (44672 2%) Loss: 2.89695477
32626 (44688 2%) Loss: 3.01869440
32637 (44704 2%) Loss: 2.92184138
32649 (44720 2%) Loss: 3.22374201
32661 (44736 2%) Loss: 2.91981983
32673 (44752 2%) Loss: 3.00539279
32684 (44768 2%) Loss: 3.00052118
32696 (44784 2%) Loss: 5.02137089
32707 (44800 2%) Loss: 3.39673042
32719 (44816 2%) Loss: 2.93427372
32731 (44832 2%) Loss: 3.19621921
32742 (44848 2%) Loss: 2.83882451
32754 (44864 2%) Loss: 9.42576027
32766 (44880 2%) Loss: 3.37235379
32777 (44896 2%) Loss: 3.05406928
32789 (44912 2%) Loss: 3.17790484
32800 (44928 2%) Loss: 3.35309434
32812 (44944 2%) Loss: 13.16026974
32824 (44960 2%) Loss: 3.16629624
32835 (44976 2%) Loss: 2.91491914
32847 (44992 2%) Loss: 3.13323808
32859 (45008 2%) Loss: 3.01185870
32870 (45024 2%) Loss: 3.05324531
32882 (45040 2%) Loss: 3.05395484
32894 (45056 2%) Loss: 14.30630684
32905 (45072 2%) Loss: 3.08423519
32917 (45088 2%) Loss: 6.82475281
32929 (45104 2%) Loss: 6.06169605
32940 (45120 2%) Loss: 2.97632384
32952 (45136 2%) Loss: 3.01845026
32964 (45152 2%) Loss: 6.28440189
32975 (45168 2%) Loss: 10.67561054
32987 (45184 2%) Loss: 3.65174890
32999 (45200 2%) Loss: 3.11471343
33010 (45216 2%) Loss: 3.05553937
33022 (45232 2%) Loss: 8.03976822
33034 (45248 2%) Loss: 7.74237871
33045 (45264 2%) Loss: 3.11369133
33057 (45280 2%) Loss: 5.66250277
33069 (45296 2%) Loss: 3.16344666
33080 (45312 2%) Loss: 4.39218664
33092 (45328 2%) Loss: 2.97005510
33103 (45344 2%) Loss: 2.80040526
33115 (45360 2%) Loss: 4.93661928
33127 (45376 2%) Loss: 2.98081422
33138 (45392 2%) Loss: 2.93746877
33150 (45408 2%) Loss: 2.97823620
33162 (45424 2%) Loss: 3.20328093
33173 (45440 2%) Loss: 5.51564837
33185 (45456 2%) Loss: 3.13632822
33197 (45472 2%) Loss: 7.16090488
33209 (45488 2%) Loss: 2.77470303
33220 (45504 2%) Loss: 3.37530994
33232 (45520 2%) Loss: 5.76239491
33243 (45536 2%) Loss: 3.00851369
33255 (45552 2%) Loss: 9.05396557
33267 (45568 2%) Loss: 3.38789988
33278 (45584 2%) Loss: 7.38734198
33290 (45600 2%) Loss: 10.67492104
33302 (45616 2%) Loss: 3.13817906
33313 (45632 2%) Loss: 3.22313142
33325 (45648 2%) Loss: 3.12092686
33337 (45664 2%) Loss: 12.47739506
33348 (45680 2%) Loss: 3.13575053
33360 (45696 2%) Loss: 3.40343595
33372 (45712 2%) Loss: 5.86407757
33383 (45728 2%) Loss: 3.16243839
33395 (45744 2%) Loss: 3.11354327
33406 (45760 2%) Loss: 3.22626090
33418 (45776 2%) Loss: 2.89029551
33430 (45792 2%) Loss: 3.29708791
33442 (45808 2%) Loss: 2.78571963
33453 (45824 2%) Loss: 4.10817432
33465 (45840 2%) Loss: 3.30999565
33476 (45856 2%) Loss: 13.25773239
33488 (45872 2%) Loss: 20.32776833
33500 (45888 2%) Loss: 3.22810149
33512 (45904 2%) Loss: 4.06130075
33523 (45920 2%) Loss: 3.05385184
33535 (45936 2%) Loss: 2.87392044
33546 (45952 2%) Loss: 5.78650856
33558 (45968 2%) Loss: 3.21969676
33570 (45984 2%) Loss: 3.23866034
33581 (46000 2%) Loss: 3.32667446
33593 (46016 2%) Loss: 3.38707471
33605 (46032 2%) Loss: 7.03565025
33616 (46048 2%) Loss: 12.21084595
33628 (46064 2%) Loss: 2.83302379
33640 (46080 2%) Loss: 2.91930914
33651 (46096 2%) Loss: 7.56758070
33663 (46112 2%) Loss: 10.11939335
33675 (46128 2%) Loss: 3.08758187
33686 (46144 2%) Loss: 13.24502563
33698 (46160 2%) Loss: 3.10341525
33710 (46176 2%) Loss: 5.22039366
33721 (46192 2%) Loss: 4.39992619
33733 (46208 2%) Loss: 9.52019882
33745 (46224 2%) Loss: 10.01806545
33756 (46240 2%) Loss: 7.88015699
33768 (46256 2%) Loss: 15.97204304
33780 (46272 2%) Loss: 2.79465032
33791 (46288 2%) Loss: 2.85964823
33803 (46304 2%) Loss: 2.96357584
33815 (46320 2%) Loss: 7.94763756
33826 (46336 2%) Loss: 3.19725561
33838 (46352 2%) Loss: 6.41788483
33850 (46368 2%) Loss: 9.24961472
33861 (46384 2%) Loss: 2.91453743
33873 (46400 2%) Loss: 2.92104483
33885 (46416 2%) Loss: 11.10747337
33896 (46432 2%) Loss: 4.03975964
33908 (46448 2%) Loss: 8.68160629
33920 (46464 2%) Loss: 4.66562223
33931 (46480 2%) Loss: 2.65459895
33943 (46496 2%) Loss: 3.02245235
33955 (46512 2%) Loss: 3.13962317
33966 (46528 2%) Loss: 14.69874001
33978 (46544 2%) Loss: 8.03891182
33990 (46560 2%) Loss: 3.04846358
34001 (46576 2%) Loss: 2.81314039
34013 (46592 2%) Loss: 3.57180572
34025 (46608 2%) Loss: 3.07252717
34036 (46624 2%) Loss: 5.32351208
34048 (46640 2%) Loss: 3.10181761
34060 (46656 2%) Loss: 3.93254805
34071 (46672 2%) Loss: 6.30844450
34083 (46688 2%) Loss: 6.56517982
34095 (46704 2%) Loss: 5.62357664
34106 (46720 2%) Loss: 2.81430006
34118 (46736 2%) Loss: 5.34082127
34129 (46752 2%) Loss: 2.61657023
34141 (46768 2%) Loss: 7.00132608
34153 (46784 2%) Loss: 3.58964157
34164 (46800 2%) Loss: 3.05111647
34176 (46816 2%) Loss: 4.51551533
34188 (46832 2%) Loss: 3.53396606
34199 (46848 2%) Loss: 3.69400668
34211 (46864 2%) Loss: 2.82173872
34223 (46880 2%) Loss: 3.17996311
34235 (46896 2%) Loss: 3.12921739
34246 (46912 2%) Loss: 2.93960929
34258 (46928 2%) Loss: 3.31420565
34269 (46944 2%) Loss: 3.58218551
34281 (46960 2%) Loss: 6.65234423
34293 (46976 2%) Loss: 3.09039211
34305 (46992 2%) Loss: 16.29661942
34316 (47008 2%) Loss: 2.90948892
34328 (47024 2%) Loss: 2.92663074
34339 (47040 2%) Loss: 2.82293296
34351 (47056 2%) Loss: 3.22848654
34363 (47072 2%) Loss: 5.79911089
34375 (47088 2%) Loss: 9.35352612
34386 (47104 2%) Loss: 9.88796329
34398 (47120 2%) Loss: 2.98515654
34409 (47136 2%) Loss: 15.11518478
34421 (47152 2%) Loss: 2.96978474
34433 (47168 2%) Loss: 3.00376391
34445 (47184 2%) Loss: 3.13411736
34456 (47200 2%) Loss: 4.86207724
34468 (47216 2%) Loss: 5.10956860
34479 (47232 2%) Loss: 3.56937337
34491 (47248 2%) Loss: 3.17333913
34503 (47264 2%) Loss: 9.55788040
34514 (47280 2%) Loss: 3.90248299
34526 (47296 2%) Loss: 3.02960038
34538 (47312 2%) Loss: 2.93932533
34549 (47328 2%) Loss: 2.76089454
34561 (47344 2%) Loss: 8.25075722
34573 (47360 2%) Loss: 3.02420902
34584 (47376 2%) Loss: 3.82672930
34596 (47392 2%) Loss: 3.94147801
34608 (47408 2%) Loss: 4.69247150
34619 (47424 2%) Loss: 3.50815940
34631 (47440 2%) Loss: 5.44164753
34643 (47456 2%) Loss: 7.82878590
34654 (47472 2%) Loss: 3.25871921
34666 (47488 2%) Loss: 6.52634335
34678 (47504 2%) Loss: 3.30483747
34689 (47520 2%) Loss: 13.60509396
34701 (47536 2%) Loss: 3.58567381
34713 (47552 2%) Loss: 3.11042476
34724 (47568 2%) Loss: 4.77592087
34736 (47584 2%) Loss: 3.17891455
34748 (47600 2%) Loss: 5.25465202
34759 (47616 2%) Loss: 5.58522511
34771 (47632 2%) Loss: 3.13832903
34782 (47648 2%) Loss: 5.96731091
34794 (47664 2%) Loss: 2.84505582
34806 (47680 2%) Loss: 3.26987672
34818 (47696 2%) Loss: 3.35921049
34829 (47712 2%) Loss: 4.59673882
34841 (47728 2%) Loss: 3.23222923
34852 (47744 2%) Loss: 4.00628090
34864 (47760 2%) Loss: 3.31516957
34876 (47776 2%) Loss: 2.90293980
34888 (47792 2%) Loss: 2.88440847
34899 (47808 2%) Loss: 4.94351339
34911 (47824 2%) Loss: 3.35857177
34922 (47840 2%) Loss: 3.62146235
34934 (47856 2%) Loss: 5.15299225
34946 (47872 2%) Loss: 3.23249650
34957 (47888 2%) Loss: 2.86374116
34969 (47904 2%) Loss: 2.48771334
34981 (47920 2%) Loss: 2.85407352
34992 (47936 2%) Loss: 3.16689277
35004 (47952 2%) Loss: 6.25761032
35015 (47968 2%) Loss: 3.93502307
35027 (47984 2%) Loss: 13.88809586
35039 (48000 2%) Loss: 3.22812629
35050 (48016 2%) Loss: 5.69107008
35062 (48032 2%) Loss: 3.20423365
35073 (48048 2%) Loss: 2.78665781
35085 (48064 2%) Loss: 3.14058137
35097 (48080 2%) Loss: 3.04868460
35108 (48096 2%) Loss: 3.02579713
35120 (48112 2%) Loss: 2.80575562
35131 (48128 2%) Loss: 2.95742893
35143 (48144 2%) Loss: 10.83683395
35155 (48160 2%) Loss: 7.58606100
35166 (48176 2%) Loss: 3.19980931
35178 (48192 2%) Loss: 4.77645826
35190 (48208 2%) Loss: 2.86034274
35201 (48224 2%) Loss: 3.96973634
35213 (48240 2%) Loss: 3.14414406
35225 (48256 2%) Loss: 3.62495089
35237 (48272 2%) Loss: 6.22964954
35248 (48288 2%) Loss: 7.06402588
35260 (48304 2%) Loss: 7.22674608
35271 (48320 2%) Loss: 4.74213171
35283 (48336 2%) Loss: 3.09189510
35295 (48352 2%) Loss: 3.40455008
35307 (48368 2%) Loss: 9.61622143
35318 (48384 2%) Loss: 7.34992266
35330 (48400 2%) Loss: 3.09132409
35342 (48416 2%) Loss: 3.15828729
35353 (48432 2%) Loss: 2.86490870
35365 (48448 2%) Loss: 4.96636200
35377 (48464 2%) Loss: 3.23432708
35388 (48480 2%) Loss: 3.23811626
35400 (48496 2%) Loss: 2.89321828
35412 (48512 2%) Loss: 2.98287249
35423 (48528 2%) Loss: 7.67942095
35435 (48544 2%) Loss: 3.12531710
35447 (48560 2%) Loss: 2.95321655
35458 (48576 2%) Loss: 3.39002895
35470 (48592 2%) Loss: 2.87422800
35482 (48608 2%) Loss: 12.39711475
35494 (48624 2%) Loss: 5.01673603
35505 (48640 2%) Loss: 3.10581565
35517 (48656 2%) Loss: 3.05204821
35528 (48672 2%) Loss: 10.21233368
35540 (48688 2%) Loss: 16.18841171
35552 (48704 2%) Loss: 3.02202344
35563 (48720 2%) Loss: 3.22780013
35575 (48736 2%) Loss: 3.12643981
35587 (48752 2%) Loss: 4.51067924
35598 (48768 2%) Loss: 3.56983638
35610 (48784 2%) Loss: 2.86511135
35622 (48800 2%) Loss: 3.19042253
35634 (48816 2%) Loss: 5.84539652
35645 (48832 2%) Loss: 3.06995893
35657 (48848 2%) Loss: 5.22399426
35668 (48864 2%) Loss: 7.39841080
35680 (48880 2%) Loss: 5.48988581
35692 (48896 2%) Loss: 2.83212972
35703 (48912 2%) Loss: 3.85206819
35715 (48928 2%) Loss: 3.43518853
35727 (48944 2%) Loss: 2.79120851
35738 (48960 2%) Loss: 11.95114803
35750 (48976 2%) Loss: 3.48595452
35762 (48992 2%) Loss: 2.89291763
35774 (49008 2%) Loss: 3.10647821
35785 (49024 2%) Loss: 2.81426454
35797 (49040 2%) Loss: 6.87335539
35808 (49056 2%) Loss: 3.59870148
35820 (49072 2%) Loss: 6.36574507
35832 (49088 2%) Loss: 3.21277571
35844 (49104 2%) Loss: 2.90966105
35855 (49120 2%) Loss: 10.98623276
35867 (49136 2%) Loss: 9.76612854
35878 (49152 2%) Loss: 2.89264655
35890 (49168 2%) Loss: 3.55470371
35902 (49184 2%) Loss: 5.51163244
35913 (49200 2%) Loss: 3.07972908
35925 (49216 2%) Loss: 3.09369493
35937 (49232 2%) Loss: 3.25430727
35948 (49248 2%) Loss: 4.19672012
35960 (49264 2%) Loss: 3.18084121
35972 (49280 2%) Loss: 2.97267175
35983 (49296 2%) Loss: 3.13611507
35995 (49312 2%) Loss: 2.96659589
36007 (49328 2%) Loss: 3.83712077
36018 (49344 2%) Loss: 3.36100507
36030 (49360 2%) Loss: 2.95773458
36042 (49376 2%) Loss: 3.14134789
36054 (49392 2%) Loss: 3.07466841
36065 (49408 2%) Loss: 4.40781689
36077 (49424 2%) Loss: 3.80349064
36088 (49440 2%) Loss: 5.29220676
36100 (49456 2%) Loss: 2.91645718
36112 (49472 2%) Loss: 10.95988655
36123 (49488 2%) Loss: 15.53004742
36135 (49504 2%) Loss: 3.13640356
36147 (49520 2%) Loss: 2.74626970
36158 (49536 2%) Loss: 11.29200649
36170 (49552 2%) Loss: 14.63405895
36182 (49568 2%) Loss: 3.09612513
36193 (49584 2%) Loss: 8.22700691
36205 (49600 2%) Loss: 4.21230555
36217 (49616 2%) Loss: 3.08525491
36228 (49632 2%) Loss: 3.15508676
36240 (49648 2%) Loss: 13.04205322
36252 (49664 2%) Loss: 3.02483964
36263 (49680 2%) Loss: 7.10342932
36275 (49696 2%) Loss: 5.02633476
36287 (49712 2%) Loss: 11.90975285
36298 (49728 2%) Loss: 4.51852417
36310 (49744 2%) Loss: 12.23238659
36321 (49760 2%) Loss: 3.50964069
36333 (49776 2%) Loss: 3.36839652
36345 (49792 2%) Loss: 2.98142958
36356 (49808 2%) Loss: 2.95512342
36368 (49824 2%) Loss: 19.38354874
36380 (49840 2%) Loss: 3.27391195
36391 (49856 2%) Loss: 2.95003653
36403 (49872 2%) Loss: 3.20083976
36415 (49888 2%) Loss: 3.32997465
36426 (49904 2%) Loss: 3.06731915
36438 (49920 2%) Loss: 2.99188995
36450 (49936 2%) Loss: 2.97923946
36461 (49952 2%) Loss: 2.92526650
36473 (49968 2%) Loss: 4.16374826
36485 (49984 2%) Loss: 2.92847013
36496 (50000 2%) Loss: 4.56157303
36508 (50016 2%) Loss: 3.19772267
36520 (50032 2%) Loss: 3.16261959
36531 (50048 2%) Loss: 3.31035972
36543 (50064 2%) Loss: 3.13941383
36555 (50080 2%) Loss: 3.02916884
36566 (50096 2%) Loss: 2.87694144
36578 (50112 2%) Loss: 4.11937571
36590 (50128 2%) Loss: 10.44885254
36601 (50144 2%) Loss: 3.26480699
36613 (50160 2%) Loss: 3.34995747
36625 (50176 2%) Loss: 3.68503857
36636 (50192 2%) Loss: 2.94061422
36648 (50208 2%) Loss: 5.67712307
36660 (50224 2%) Loss: 2.93389416
36671 (50240 2%) Loss: 3.88462520
36683 (50256 2%) Loss: 3.32426643
36694 (50272 2%) Loss: 10.86104679
36706 (50288 2%) Loss: 3.99942374
36718 (50304 2%) Loss: 3.33187485
36729 (50320 2%) Loss: 5.39097309
36741 (50336 2%) Loss: 3.24778700
36753 (50352 2%) Loss: 4.63843346
36764 (50368 2%) Loss: 3.12559032
36776 (50384 2%) Loss: 10.48775768
36788 (50400 2%) Loss: 3.29489708
36799 (50416 2%) Loss: 5.81466436
36811 (50432 2%) Loss: 3.23852515
36823 (50448 2%) Loss: 5.05443096
36834 (50464 2%) Loss: 4.19892693
36846 (50480 2%) Loss: 6.52389479
36857 (50496 2%) Loss: 3.12804055
36869 (50512 2%) Loss: 3.26539803
36881 (50528 2%) Loss: 3.30121994
36893 (50544 2%) Loss: 2.91620326
36904 (50560 2%) Loss: 2.97569323
36916 (50576 2%) Loss: 12.87726498
36927 (50592 2%) Loss: 3.15301228
36939 (50608 2%) Loss: 7.51641750
36951 (50624 2%) Loss: 2.93532372
36962 (50640 2%) Loss: 2.85355139
36974 (50656 2%) Loss: 12.24527454
36986 (50672 2%) Loss: 8.62804413
36997 (50688 2%) Loss: 3.30008626
37009 (50704 2%) Loss: 3.27980113
37021 (50720 2%) Loss: 2.88237715
37032 (50736 2%) Loss: 3.60843778
37044 (50752 2%) Loss: 16.87631416
37056 (50768 2%) Loss: 3.14790058
37067 (50784 2%) Loss: 7.86564922
37079 (50800 2%) Loss: 2.97797537
37091 (50816 2%) Loss: 5.15717411
37102 (50832 2%) Loss: 4.15939379
37114 (50848 2%) Loss: 2.92923069
37126 (50864 2%) Loss: 11.93648624
37137 (50880 2%) Loss: 3.03145909
37149 (50896 2%) Loss: 2.94574142
37160 (50912 2%) Loss: 3.01476669
37172 (50928 2%) Loss: 3.09744596
37184 (50944 2%) Loss: 12.49981308
37195 (50960 2%) Loss: 3.42688251
37207 (50976 2%) Loss: 5.35489750
37219 (50992 2%) Loss: 2.82791090
37230 (51008 2%) Loss: 3.34750390
37242 (51024 2%) Loss: 3.38953829
37254 (51040 2%) Loss: 2.96598029
37266 (51056 2%) Loss: 3.00146508
37277 (51072 2%) Loss: 3.09652209
37289 (51088 2%) Loss: 3.13499641
37300 (51104 2%) Loss: 3.02429652
37312 (51120 2%) Loss: 3.02782059
37324 (51136 2%) Loss: 3.25175786
37335 (51152 2%) Loss: 3.33266282
37347 (51168 2%) Loss: 3.03238153
37359 (51184 2%) Loss: 3.52204251
37370 (51200 2%) Loss: 2.97841644
37382 (51216 2%) Loss: 5.32803392
37394 (51232 2%) Loss: 3.63338828
37405 (51248 2%) Loss: 6.67017508
37417 (51264 2%) Loss: 2.91153121
37429 (51280 2%) Loss: 3.25792217
37440 (51296 2%) Loss: 2.90027452
37452 (51312 2%) Loss: 3.17649579
37464 (51328 2%) Loss: 5.86159515
37475 (51344 2%) Loss: 3.57658458
37487 (51360 2%) Loss: 3.67697954
37499 (51376 2%) Loss: 2.99283385
37510 (51392 2%) Loss: 4.35095453
37522 (51408 2%) Loss: 3.19882107
37533 (51424 2%) Loss: 3.18689275
37545 (51440 2%) Loss: 13.81531239
37557 (51456 2%) Loss: 2.88099027
37569 (51472 2%) Loss: 3.41909409
37580 (51488 2%) Loss: 9.22464180
37592 (51504 2%) Loss: 2.96354508
37603 (51520 2%) Loss: 2.90588093
37615 (51536 2%) Loss: 2.84887719
37627 (51552 2%) Loss: 3.12706280
37638 (51568 2%) Loss: 3.17964649
37650 (51584 2%) Loss: 3.23282695
37662 (51600 2%) Loss: 2.57761407
37673 (51616 2%) Loss: 2.91711068
37685 (51632 2%) Loss: 4.64987516
37697 (51648 2%) Loss: 5.89691496
37708 (51664 2%) Loss: 3.38073134
37720 (51680 2%) Loss: 2.93009567
37732 (51696 2%) Loss: 3.02014279
37743 (51712 2%) Loss: 3.24073744
37755 (51728 2%) Loss: 3.49024820
37766 (51744 2%) Loss: 2.86524057
37778 (51760 2%) Loss: 2.98689842
37790 (51776 2%) Loss: 4.37149668
37802 (51792 2%) Loss: 3.35778999
37813 (51808 2%) Loss: 9.17666626
37825 (51824 2%) Loss: 3.07785034
37836 (51840 2%) Loss: 15.31115532
37848 (51856 2%) Loss: 6.58083344
37860 (51872 2%) Loss: 4.07108784
37872 (51888 2%) Loss: 3.31313276
37883 (51904 2%) Loss: 7.49572849
37895 (51920 2%) Loss: 12.60033989
37906 (51936 2%) Loss: 3.03132010
37918 (51952 2%) Loss: 3.13277078
37930 (51968 2%) Loss: 3.44582772
37941 (51984 2%) Loss: 4.99402332
37953 (52000 2%) Loss: 9.31938648
37965 (52016 2%) Loss: 3.40495515
37976 (52032 2%) Loss: 2.94351149
37988 (52048 2%) Loss: 3.15598154
38000 (52064 2%) Loss: 8.80282307
38011 (52080 2%) Loss: 2.73236966
38023 (52096 2%) Loss: 2.84076428
38035 (52112 2%) Loss: 2.84398246
38046 (52128 2%) Loss: 2.89082932
38058 (52144 2%) Loss: 6.07502079
38070 (52160 2%) Loss: 3.75585794
38081 (52176 2%) Loss: 3.88889694
38093 (52192 2%) Loss: 2.94632435
38105 (52208 2%) Loss: 3.28469086
38116 (52224 2%) Loss: 7.20245838
38128 (52240 2%) Loss: 3.12244320
38139 (52256 2%) Loss: 2.91614842
38151 (52272 2%) Loss: 3.07996893
38163 (52288 2%) Loss: 2.95562601
38174 (52304 2%) Loss: 2.94679856
38186 (52320 2%) Loss: 4.37333250
38198 (52336 2%) Loss: 5.59629965
38209 (52352 2%) Loss: 2.77755308
38221 (52368 2%) Loss: 3.15598798
38233 (52384 2%) Loss: 5.36020374
38244 (52400 2%) Loss: 2.85478783
38256 (52416 2%) Loss: 8.82199097
38268 (52432 2%) Loss: 3.02285433
38279 (52448 2%) Loss: 3.80788994
38291 (52464 2%) Loss: 2.87794065
38303 (52480 2%) Loss: 3.10345745
38314 (52496 2%) Loss: 3.51348066
38326 (52512 2%) Loss: 3.08944178
38338 (52528 2%) Loss: 3.71434188
38349 (52544 2%) Loss: 11.53579330
38361 (52560 2%) Loss: 3.19243908
38372 (52576 2%) Loss: 5.78895426
38384 (52592 2%) Loss: 3.36404395
38396 (52608 2%) Loss: 3.01110435
38408 (52624 2%) Loss: 13.43121147
38419 (52640 2%) Loss: 3.47739720
38431 (52656 2%) Loss: 3.86997318
38443 (52672 2%) Loss: 2.97255325
38454 (52688 2%) Loss: 2.91585207
38466 (52704 2%) Loss: 3.34664440
38478 (52720 2%) Loss: 4.94135141
38489 (52736 2%) Loss: 3.24233603
38501 (52752 2%) Loss: 17.80044556
38512 (52768 2%) Loss: 5.12349033
38524 (52784 2%) Loss: 3.35453033
38536 (52800 2%) Loss: 3.67386961
38547 (52816 2%) Loss: 3.60393715
38559 (52832 2%) Loss: 12.43040943
38571 (52848 2%) Loss: 9.91194344
38582 (52864 2%) Loss: 3.31169820
38594 (52880 2%) Loss: 10.73277473
38606 (52896 2%) Loss: 6.88820553
38617 (52912 2%) Loss: 2.77846670
38629 (52928 2%) Loss: 11.88735199
38641 (52944 2%) Loss: 12.31781483
38652 (52960 2%) Loss: 4.12613678
38664 (52976 2%) Loss: 9.12310314
38675 (52992 2%) Loss: 6.43161726
38687 (53008 2%) Loss: 3.34805393
38699 (53024 2%) Loss: 9.80001259
38711 (53040 2%) Loss: 2.78592944
38722 (53056 2%) Loss: 2.87310386
38734 (53072 2%) Loss: 5.43492413
38745 (53088 2%) Loss: 3.29946423
38757 (53104 2%) Loss: 3.06512952
38769 (53120 2%) Loss: 5.66967964
38780 (53136 2%) Loss: 3.17889118
38792 (53152 2%) Loss: 3.08832622
38804 (53168 2%) Loss: 2.97228670
38815 (53184 2%) Loss: 3.10037351
38827 (53200 2%) Loss: 2.75843525
38839 (53216 2%) Loss: 5.09164429
38850 (53232 2%) Loss: 3.74770355
38862 (53248 2%) Loss: 3.05576372
